,price,address,house_type,bedroom
20,"£100,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","7 Charlotte Terrace,
South Shields,
NE33 4NU",Terraced,×3
21,"£161,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","1a Main Street,
Ponteland,
Newcastle Upon Tyne,
NE20 9NH",Terraced,×3
22,"£170,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","65 Percy Street,
Newcastle Upon Tyne,
NE1 7RN",Semi-Detached,×2
23,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3 Northumberland Place,
North Shields,
NE30 1QP",Terraced,×4
24,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","20 Osborne Road,
Jesmond,
Newcastle Upon Tyne,
NE2 2AD",Terraced,×5
25,"£59,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","8-9 Red Lion Street,
Stamford,
PE9 1PA",Lodge,×2
26,"£1,500,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","95 High Street
Gosforth
Newcastle Upon Tyne
NE3 4AA ",Detached,×6
27,"£940,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","82 Park View
Whitley Bay
Tyne and Wear
NE26 2TH
",Terraced,×5
28,"£247,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stannington Road
North Shields
NE29 7JZ",Mews,×4
29,"£115,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","122 Fowler Street,
South Shields,
NE33 1PZ",Terraced,×2
30,"£292,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stamfordham Road, Newcastle upon Tyne, Tyne & Wear, 
NE5 1NQ",Detached,×4
31,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","38 West Road,
Fenham,
Newcastle Upon Tyne,
NE4 9PY",Terraced,×2
32,"£374,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","429 Durham Road,
Gateshead,
NE9 5AN ",Detached,×4
33,"£155,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","67 Ellison Street,
Jarrow,
NE32 3JU",Terraced,×3
34,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","582 Durham Road,
Low Fell,
Gateshead,
NE9 6HX",Terraced,×3
35,"£175,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","189A Park View,
Whitley Bay,
NE26 3RD",Semi-Detached,×2
36,"£225,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","67 Ellison Street,
Jarrow,
NE32 3JU",Semi-Detached,×3
37,"£316,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Coach Lane,
Hazlerigg,
NE13",Detached,×4
38,"£124,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","122 Fowler Street,
South Shields,
NE33 1PZ",End of Terrace,×2
39,"£175,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","11 Front Street,
Tynemouth,
North Shields,
NE30 4RG",Terraced,×2
40,"£695,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","130 The Roman Way,
West Denton,
Newcastle Upon Tyne,
NE5 5AD",Detached,×5
41,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","21 Grey Street,
Newcastle Upon Tyne,
NE1 6EE",Terraced,×4
42,"£185,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 Grange Road,
Jarrow,
NE32 3LD",Semi-Detached,×3
43,"£1,995,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Crossways,
Market Place,
Corbridge
NE45 5AW",Detached,×5
44,"£890,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","13 Newgate Street,
Morpeth,
NE61 1AL",Detached,×4
45,"£112,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","51 St. Georges Terrace,
Jesmond,
Newcastle Upon Tyne,
NE2 2SX",Terraced,×2
46,"£290,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4 Fellside Road
Whickham
NE16 4JU ",Detached,×3
47,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","122 Fowler Street,
South Shields,
NE33 1PZ",End of Terrace,×2
48,"£99,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","29
Princes Road
North Gosforth
Newcastle Upon Tyne
NE3 5TT",Terraced,×3
49,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","82 Front Street West,
Bedlington,
NE22 5UA",Semi-Detached,×3
50,"£330,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Detached,×4
51,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Terraced,×3
52,"£195,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","122 Fowler Street,
South Shields,
NE33 1PZ",Semi-Detached,×2
53,"£274,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Adair Way, 
Hebburn, 
Tyne & Wear, 
NE31 2HQ",Semi-Detached,×4
54,"£129,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","130 The Roman Way,
West Denton,
Newcastle Upon Tyne,
NE5 5AD",Terraced,×3
55,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","500-502 Durham Road,
Low Fell,
Gateshead,
NE9 6HU",Terraced,×2
56,"£309,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stamfordham Road, Newcastle upon Tyne, Tyne & Wear, 
NE5 1NQ",Detached,×4
57,"£300,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","122 Fowler Street,
South Shields,
NE33 1PZ",Terraced,×8
58,"£254,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","to the West of Sage and East of Dinnington,
Newcastle Upon Tyne,
NE13 9NX",Town House,×3
59,"£500,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","St Georges House, 56 Peter St, Manchester M2 3NQ",Detached,×4
60,"£144,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","27 Avenue Road,
Seaton Delaval,
NE25 0DT",Semi-Detached,×2
61,"£289,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","The Fairways, 3 Archerfield Drive, Cramlington, Northumberland, NE23 8BY",Detached,×4
62,"£260,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Signature House, 3 Azure Court, 
Doxford International Business Park, Sunderland
SR3 3BE",End of Terrace,×7
63,"£260,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Signature House, 3 Azure Court, 
Doxford International Business Park, Sunderland
SR3 3BE",End of Terrace,×7
64,"£145,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","67 Ellison Street,
Jarrow,
NE32 3JU",Terraced,×4
65,"£1,800,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","120 High Street
Gosforth
Newcastle Upon Tyne
NE3 1HB",Detached,×6
66,"£634,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Newcastle upon Tyne, Tyne and Wear, 
NE13 9DS",Detached,×5
67,"£659,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Newcastle upon Tyne, Tyne and Wear, 
NE13 9DS",Detached,×5
68,"£634,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Newcastle upon Tyne, Tyne and Wear, 
NE13 9DS",Detached,×5
69,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","15 Priestpopple,
Hexham,
NE46 1PH",Terraced,×3
70,"£140,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","St Georges House, 56 Peter St, Manchester M2 3NQ",Terraced,×3
71,"£175,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","14c Redwell Court,
Barnard Castle,
County Durham
DL12 8BN",Terraced,×2
72,"£366,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Coach Lane,
Hazlerigg,
NE13",Detached,×4
73,"£406,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Cramlington,
Northumberland
NE23 8BZ",Detached,×4
74,"£149,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","117 St. Georges Terrace,
Jesmond,
Newcastle Upon Tyne,
NE2 2DN",End of Terrace,×3
75,"£875,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","119-121 St Georges Terrace,
Jesmond,
Newcastle Upon Tyne,
NE2 2DN",Detached,×5
76,"£550,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","20 Osborne Road,
Jesmond,
Newcastle Upon Tyne,
NE2 2AD",Detached,×6
77,"£279,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Off Killingworth Way,
Killingworth,
North Tyneside,
NE12 5UW",Detached,×3
78,"£499,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Off Killingworth Way,
Killingworth,
North Tyneside,
NE12 5UW",Detached,×5
79,"£360,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","38 West Road,
Fenham,
Newcastle Upon Tyne,
NE4 9PY",End of Terrace,×4
80,"£289,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Off Killingworth Way,
Killingworth,
North Tyneside,
NE12 5UW",Detached,×3
81,"£85,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","582 Durham Road,
Low Fell,
Gateshead,
NE9 6HX",Terraced,×2
82,"£119,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Home Group Limited,
Farringdon Point,
33 Farringdon Road,
London,
EC1M 3JF",End of Terrace,×2
83,"£325,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ash House Bell Villas,
Ponteland,
Newcastle Upon Tyne,
NE20 9BE",Semi-Detached,×3
84,"£189,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stannington Road
North Shields
NE29 7JZ",Semi-Detached,×2
85,"£70,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","20 Osborne Road,
Jesmond,
Newcastle Upon Tyne,
NE2 2AD",Retirement Property,×1
86,"£49,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","18b Front Street,
Winlaton,
Tyne and Wear,
NE21 4RE",Terraced,×1
87,"£274,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","429 Durham Road,
Gateshead,
NE9 5AN ",Detached,×3
88,"£394,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","429 Durham Road,
Gateshead,
NE9 5AN ",Detached,×4
89,"£304,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","429 Durham Road,
Gateshead,
NE9 5AN ",Detached,×3
90,"£375,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stamfordham Road, Newcastle upon Tyne, Tyne & Wear, 
NE5 1NQ",Detached,×4
91,"£299,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Station Road,
Wallsend,
NE28 9FE",Detached,×4
92,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","22 Station Road North,
Forest Hall, 
Newcastle Upon Tyne,
NE12 9AD",Semi-Detached,×2
93,"£495,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","1 Ilfracombe Gardens,
Whitley Bay,
NE26 3ND",Semi-Detached,×3
94,"£330,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","29
Princes Road
North Gosforth
Newcastle Upon Tyne
NE3 5TT",Semi-Detached,×4
95,"£192,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","South Newsham Road,
Blyth,
NE24 4HD",Town House,×3
96,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","4 Fellside Road
Whickham
NE16 4JU ",Terraced,×3
97,"£330,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","29
Princes Road
North Gosforth
Newcastle Upon Tyne
NE3 5TT",Detached,×4
98,"£311,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Beacon Lane,
Cramlington,
Northumberland, 
NE23 8AZ",Detached,×4
99,Coming SoonKnowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.,"Ryton,
Tyne and Wear
NE40 3NL",Detached,×3
100,Coming SoonKnowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.,"Ryton,
Tyne and Wear
NE40 3NL",Detached,×4
101,"£349,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ryton,
Tyne and Wear
NE40 3NL",Detached,×4
102,Coming SoonKnowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.,"Ryton,
Tyne and Wear
NE40 3NL",Detached,×4
103,"£180,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","68 Front Street,
Prudhoe,
NE42 5AA",Semi-Detached,×3
104,"£240,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit 1
20 Viking Precinct,
Jarrow,
NE32 3LQ",Terraced,×4
105,"£164,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Off Elm Road,
Blaydon-on-Tyne,
NE21 5AW",House,×2
106,"£180,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","68 Front Street,
Prudhoe,
NE42 5AA",Detached,×3
107,"£325,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","63 Church Way,
North Shields
NE29 0AE",Semi-Detached,×3
108,"£160,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3 Northumberland Place,
North Shields,
NE30 1QP",Terraced,×3
109,"£350,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","St Georges House, 56 Peter St, Manchester M2 3NQ",Terraced,×5
110,"£160,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Kingfisher Way 
Silverlink Business Park
Wallsend
NE28 9NY",Terraced,×3
111,"£394,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ryton,
Gateshead, 
Tynes & Wear
NE40 3LS",Detached,×5
112,"£374,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ryton,
Gateshead, 
Tynes & Wear
NE40 3LS",Detached,×5
113,"£249,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 Front Street,
Tynemouth,
North Shields,
NE30 4RG",Semi-Detached,×3
114,"£375,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Head Office, 
32 Beach Avenue, 
Tyne and Wear, 
NE26 1EA",Terraced,×4
115,"£325,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","120 High Street
Gosforth
Newcastle Upon Tyne
NE3 1HB",End of Terrace,×3
116,"£309,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","South Newsham Road,
Blyth,
NE24 4HD",Detached,×4
117,"£300,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","120 High Street
Gosforth
Newcastle Upon Tyne
NE3 1HB",Semi-Detached,×3
118,"£365,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","120 High Street
Gosforth
Newcastle Upon Tyne
NE3 1HB",Detached,×4
119,"£245,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 Front Street,
Tynemouth,
North Shields,
NE30 4RG",Semi-Detached,×3
120,"£415,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","101 St. Georges Terrace,
Jesmond,
Newcastle upon Tyne,
NE2 2DN",×9,×3
121,"£354,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stannington Road
North Shields
NE29 7JZ",Detached,×4
122,"£167,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","122 Fowler Street,
South Shields,
NE33 1PZ",Terraced,×2
123,"£383,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","St. Michaels Avenue,
New Hartley,
NE25",Detached,×4
124,"£279,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ryton,
Tyne and Wear
NE40 3NL",Detached,×3
125,Coming SoonKnowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.,"Ryton,
Tyne and Wear
NE40 3NL",Detached,×4
126,"£900,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Bishop Court Front Street,
Whickham,
Newcastle Upon Tyne,
NE16 4JQ",Detached,×5
127,"£160,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","676 West Road,
Denton Burn,
Newcastle Upon Tyne,
NE5 2UR",Semi-Detached,×4
128,"£289,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","27 Avenue Road,
Seaton Delaval,
NE25 0DT",Detached,×3
129,"£220,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Semi-Detached,×5
130,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ash House Bell Villas,
Ponteland,
Newcastle Upon Tyne,
NE20 9BE",Semi-Detached,×3
131,"£185,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","122 Fowler Street,
South Shields,
NE33 1PZ",Semi-Detached,×3
132,"£375,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","22 Station Road North,
Forest Hall, 
Newcastle Upon Tyne,
NE12 9AD",House,×4
133,"£110,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Terraced,×3
134,"£1,550,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Head Office, 
32 Beach Avenue, 
Tyne and Wear, 
NE26 1EA",Detached,×5
135,"£120,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Terraced,×3
136,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","120 Roman Way,
West Denton, 
Newcastle Upon Tyne,
NE5 5AD",Semi-Detached,×3
137,"£135,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","122 Fowler Street,
South Shields,
NE33 1PZ",Terraced,×3
138,"£90,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Suite 4, Building 4, Hatters Lane, Watford, WD18 8YF",Terraced,×2
139,"£250,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","76 Waterloo Road,
Blyth,
NE24 1DG",Detached,×4
140,"£349,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stannington Road
North Shields
NE29 7JZ",Detached,×4
141,"£400,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Nationwide,Detached,×4
142,"£200,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.",Suite 7 First Floor Cranmore Drive Shirley Solihull B90 4RZ,Town House,×3
143,"£380,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","3a 
Front Street
Prudhoe
NE42 5HJ",End of Terrace,×3
144,"£394,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Coach Lane,
Hazlerigg,
NE13",Detached,×5
145,"£274,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ryton,
Tyne and Wear
NE40 3NL",Detached,×3
146,Coming SoonKnowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.,"Ryton,
Tyne and Wear
NE40 3NL",Detached,×4
147,"£342,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ryton,
Tyne and Wear
NE40 3NL",Detached,×4
148,"£316,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Coach Lane,
Hazlerigg,
NE13",Detached,×4
149,Coming SoonKnowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.,"Ryton,
Tyne and Wear
NE40 3NL",Detached,×4
150,"£335,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","189A Park View,
Whitley Bay,
NE26 3RD",Semi-Detached,×3
151,"£217,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Ryton,
Tyne and Wear
NE40 3NL",Semi-Detached,×3
152,"£274,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Land off Woodside Lane, Ryton, 
Gateshead,
NE40",Semi-Detached,×3
153,"£289,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Land off Woodside Lane, Ryton, 
Gateshead,
NE40",Semi-Detached,×4
154,"£434,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Stamfordham Road, Newcastle upon Tyne, Tyne & Wear, 
NE5 1NQ",Detached,×5
155,"£240,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","429 Durham Road,
Gateshead,
NE9 5AN ",Town House,×4
156,"£325,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit 1 Protection House 
Albion Road
North Shields
NE30 2RH  ",Detached,×4
157,"£465,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","10 Front Street,
Tynemouth,
North Shields,
NE30 4RG",Detached,×4
158,"£304,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","St. Michaels Avenue,
New Hartley,
NE25",Detached,×3
159,"£225,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","68 Front Street,
Prudhoe,
NE42 5AA",Semi-Detached,×3
160,"£375,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","42 Bowden Close,
Newcastle Upon Tyne,
NE13 9GB",Detached,×5
161,"£395,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","6 Cheviot House,
Manor Walks,
Cramlington,
NE23 6RT",Detached,×4
162,"£130,000Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","36 Main Street
Crawcrook
Ryton
Tyne & Wear
NE40 4NB",Detached,×2
163,"£267,500Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","73 Station Road,
Hebburn,
Tyne & Wear,
NE31 1LA",Detached,×4
164,"£444,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Coach Lane, 
Hazlerigg,
NE13",Detached,×4
165,"£299,950Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Unit K1 
The Galleries
Washington Centre
Washington
NE38 7SD 
",Detached,×4
166,"£349,995Knowing the purchase price means you can work out the total cost of buying the property.Read more about property price in our glossary page.","Meadow Hill, 
Throckley, 
Newcastle upon Tyne, 
Tyne & Wear 
NE15 9DD
",Detached,×4
